Business Name,Category,City,Area/Locality,Full Address,Pincode,Contact Number,Website Available,Website URL,Google Maps Link,Google Rating,Total Reviews,Latitude,Longitude,Business Status,Business Size,Rating Category,Has Website,Has Contact,High Rated,Popular Business,Opportunity Score,Review Group
Riddhi Siddhi Lady Collection,Clothing Store,Raigad,Khopoli,"RIDDHI SIDDHI lady collection, near Axis Bank, Shastrinagar, Sri Swami Samarth Nagar, Khopoli, Maharashtra 410203",410203,8888373989,NO,,https://maps.app.goo.gl/mjVqE2CqKdq6qp3a7,4,2,18.78572188,73.3446136,Open,Small,Average,0,1,0,0,30.99,Very Low
R.T. Zaveri,Jewellery Store,Raigad,Khopoli,"Adityia Tower, Zenith Corner, near Wankhede Hospital, Khopoli ST Bus Stand, Laxminagar, Khopoli, Maharashtra 410203",410203,9370556234,NO,,https://maps.app.goo.gl/e3gAtexAoKjJgS9e7,4.9,336,18.78905344,73.34564357,Open,Large,Excellent,0,1,1,1,60.2,High
Jasraj Jewellers,Jewellery Store,Raigad,Khopoli,"shop no 7, R.D.COMPLEX, M G Rd, Bazarpeth, Laxminagar, Khopoli, Maharashtra 410203",410203,9850016091,NO,,https://printdizit.com/JASRAJ-JEWELLERS-,4.2,23,18.79027229,73.34469943,Open,Small,Good,0,1,0,0,47.78,Low
Jay Laxmi Jewellers,Jewellery Store,Raigad,Khopoli,"Ashiyana Tower, Bazarpeth, Tal, Laxminagar, khalapur, Khopoli, Maharashtra 410203",410203,Unknown,NO,,https://maps.app.goo.gl/CLz2ovgC6fj8N1tZ7,5,21,18.78970349,73.34392696,Open,Small,Excellent,0,1,1,0,30.91,Low
Chamunda Jewellers,Jewellery Store,Raigad,Khopoli,"Q8QV+M8G, M G Rd, opp. Vitthal hanuman mandir, Bazarpeth, Laxminagar, Khopoli, Maharashtra 410203",410203,Unknown,NO,,https://maps.app.goo.gl/j3A5oobUeWVkvcCq8,4.4,16,18.79100359,73.34427028,Open,Small,Good,0,1,0,0,40.33,Low
Nakoda Bhairav Jewellers,Jewellery Store,Raigad,Khopoli,"Shop No.2, near Jain Mandir, Bazarpeth, Laxminagar, Khopoli, Maharashtra 410203",410203,8118857223,NO,,https://maps.app.goo.gl/w3hDaMDewYL7HK7A6,5,3,18.78864716,73.34504276,Open,Small,Excellent,0,1,1,0,13.86,Very Low
Mahalaxmi Jewellers,Jewellery Store,Raigad,Khopoli,"DG Majestic, Samaj Mandir Rd, Laxminagar, Khopoli, Maharashtra 410203",410203,9673989227,NO,,https://maps.app.goo.gl/jwT6baSctRvSo4rT8,4.9,9,18.7891347,73.34418445,Open,Small,Excellent,0,1,1,0,25.03,Very Low
Isha Jewels,Jewellery Store,Raigad,Khopoli,"near Axis bank, near Palankar jewellers, Yashwant Nagar, Khopoli, Maharashtra 410203",410203,9921163282,NO,,https://maps.app.goo.gl/r9ijhM6MWW9bWfNh8,4.9,10,18.79557111,73.33447134,Open,Small,Excellent,0,1,1,0,25.98,Very Low
Nakharewali Handmade Jewellery,Jewellery Store,Raigad,Khopoli,"Upper, Khopoli, Maharashtra 410203",410203,9699668421,YES,https://nakharewali-handmade.grexa.site/,https://maps.app.goo.gl/wB5vuRpn9dTHv4W38,5,28,18.78701807,73.34896879,Open,Small,Excellent,1,1,1,0,33.67,Low
Gold House Jewellers,Jewellery Store,Raigad,Khopoli,"Shop No. 103, M G Rd, opp. to R.D.COMPLEX, Bazarpeth, Laxminagar, Khopoli, Maharashtra 410203",410203,9545190656,NO,,https://maps.app.goo.gl/5nzCGeVN4qG5fpmb6,5,2,18.78978475,73.34469943,Open,Small,Excellent,0,1,1,0,10.99,Very Low
Rajwadi Beauty Zone,General Store,Raigad,Khopoli,"Shop No.1,Building No1, ASHIYANA INFINITY, Mulgaon Rd, near Hanuman Mandir, Navanath Colony, Yashwant Nagar, Khopoli, Maharashtra 410203",410203,7755005713,NO,,https://maps.app.goo.gl/skAuwmcBFUSfLaq56,4.6,79,18.79780505,73.32968529,Open,Medium,Excellent,0,1,1,0,51.82,Medium
Blooming Bakes,Sweet Shop And Bakerie,Raigad,Khopoli,"Shop No.10, Sai Ganesh Building, Bus Stop, near Maharaja Hall, Yashwant Nagar, Khopoli, Maharashtra 410203",410203,9987821505,NO,,https://maps.app.goo.gl/byhEDfZtxKHZk8GL7,4.9,303,18.79494035,73.33502366,Open,Large,Excellent,0,1,1,1,59.17,High
Usha'S Cakes & Chocolates Shop,Sweet Shop And Bakerie,Raigad,Khopoli,"Shruti Building, Shastrinagar, Sri Swami Samarth Nagar, Khopoli, Maharashtra 410203",410203,9420059510,NO,,https://maps.app.goo.gl/trnodoDz15MTvHEL8,4.9,40,18.78476724,73.34324451,Open,Small,Excellent,0,1,1,0,39.14,Low
Kekiz The Cake Shop,Sweet Shop And Bakerie,Raigad,Khopoli,"phata hotel, Kekiz the cake shop, near green park, Khopoli, Maharashtra 410203",410203,9525483343,NO,,https://maps.app.goo.gl/zVRD9RWtrhGfGcZR7,4.2,6,18.80152496,73.32677133,Open,Small,Good,0,1,0,0,35.46,Very Low
Empire Cakes And Cafe,Sweet Shop And Bakerie,Raigad,Khopoli,"Shop no 1, R.K. Tower, Janta College, Road, Khopoli, Maharashtra 410203",410203,8554907919,NO,,https://maps.app.goo.gl/Q3Kxh67c3n3EDayT6,4.8,56,18.78916096,73.34471994,Open,Medium,Excellent,0,1,1,0,44.43,Medium
Shreeyash Construction,Construction Company,Raigad,Khopoli,"Crescent pearl - B, B-G/1, Veena Nagar, Katrang, Road,, nr. St. Anthony Church, Khopoli, Maharashtra 410203",410203,9326216153,YES,http://www.shreeyash.co.in/,https://maps.app.goo.gl/pzYU1NSedBMRts178,4.6,32,18.78577241,73.3398818,Open,Small,Excellent,1,1,1,0,42.97,Low
Ashiyana Dream Homes Pvt Ltd,Construction Company,Raigad,Khopoli,"Shop No 106-109, R K Tower, Bazarpeth, Laxminagar, Khopoli, Maharashtra 410203",410203,2192267712,YES,http://www.ashiyanadreamhomes.com/,https://maps.app.goo.gl/hwBWWgu3BhksE7M56,4.4,18,18.78864226,73.34522549,Open,Small,Good,1,1,0,0,41.44,Low
Silvra One,Construction Company,Raigad,Khopoli,"Q8X4+MP6, Khopoli - Pen Rd, Takai, Khopoli, Maharashtra 410203",410203,8108177888,YES,http://www.bonzerinfra.com/,https://maps.app.goo.gl/fMTXsUjq9SL2S3hn8,4.8,30,18.80098384,73.30668079,Open,Small,Excellent,1,1,1,0,38.34,Low
MOHAN STONES,Building Material Supplier,Raigad,Khopoli,"near Bonzer Silvra One Building, Khopoli - Pen Rd, Takai, Phata, Sajgaon, Khopoli, Maharashtra 410203",410203,Unknown,NO,,https://maps.app.goo.gl/jfZwavBjYXGa8MaDA,5,101,18.80096625,73.30443598,Open,Medium,Excellent,0,1,1,1,46.25,High
H M Super Market,Supermarket,Raigad,Khopoli,"National Highway 4, near Mahaveer Garden, Shastrinagar, Sri Swami Samarth Nagar, Khopoli, Maharashtra 410203",410203,7744983344,NO,http://www.hastimalmanikchand.com/,https://maps.app.goo.gl/GBxGJQyDw6sYQ94J6,4.1,770,18.78597487,73.34350113,Open,Large,Good,0,1,0,1,84.48,Very High
H M Super Market,Supermarket,Raigad,Khopoli,"Mulgaon, Plot No 2, National Highway 4, Industrial Estate, Khopoli, Maharashtra 410203",410203,2071173789,YES,https://www.hastimalmanikchand.com/,https://maps.app.goo.gl/feiUb9Mdf81ujK779,4.3,515,18.79869883,73.32985695,Open,Large,Good,1,1,0,1,76.46,Very High
Bhavani Mart,Supermarket,Raigad,Khopoli,"R86J+PC2, chinchavail.shekin.lowjee, Khopoli, Maharashtra 410203",410203,Unknown,NO,,https://maps.app.goo.gl/LaTnneaBywuUu7L16,4,128,18.81340483,73.33105858,Open,Medium,Average,0,1,0,1,68.6,High
Public Bazaar,Supermarket,Raigad,Khopoli,"GROUND FLOOR, CITY PLAZA, ALAIN, Shilphata, Yashwant Nagar, Khopoli, Maharashtra 410203",410203,Unknown,NO,,https://maps.app.goo.gl/f5Q6L3RuxEURWfDh9,5,2,18.80164484,73.32154644,Open,Small,Excellent,0,1,1,0,10.99,Very Low
R.K.Mart,Supermarket,Raigad,Khopoli,"NH 48, Navanath Colony, Yashwant Nagar, Khopoli, Maharashtra 410203",410203,8888188727,NO,,https://maps.app.goo.gl/x36TVBiR4g4asSLu8,4.4,14,18.80174605,73.32482531,Open,Small,Good,0,1,0,0,39.08,Low
Rathi Brothers,Supermarket,Raigad,Khopoli,"Q8XG+GPC, Navanath Colony, DC Nagar Area, Yashwant Nagar, Khopoli, Maharashtra 410203",410203,9850182182,NO,,https://maps.app.goo.gl/2gPBzBcGsmAnjarR8,4.7,15,18.80096287,73.32668317,Open,Small,Excellent,0,1,1,0,33.73,Low
Padmavati Traders,Supermarket,Raigad,Khopoli,"NH 48, Navanath Colony, DC Nagar Area, Yashwant Nagar, Khopoli, Maharashtra 410203",410203,2192262777,NO,,https://maps.app.goo.gl/EkkTMqqRyC5WZgU38,4.3,10,18.80020525,73.32693705,Open,Small,Good,0,1,0,0,37.98,Very Low
Aapla Bazar Mahad,Supermarket,Raigad,Mahad,"opp. Bharatratna Dr.Babasaheb Ambedkar Rashtriya Smarak, near Samruddhi Hotel, Mahad, Maharashtra 402301",402301,9422689830,NO,,https://maps.app.goo.gl/FDFqdzrixGyzqS5C7,4,871,18.08297817,73.42122135,Open,Large,Average,0,1,0,1,87.71,Very High
Shubh Mangal Collection Mahad,Clothing Store,Raigad,Mahad,"Old post office naka, MG Rd, Mahad, Maharashtra 402301",402301,7263990308,NO,,https://maps.app.goo.gl/nB7GzdAy34omP1Js6,4.7,11,18.08070794,73.42269812,Open,Small,Excellent,0,1,1,0,30.85,Low
K D Mart,Supermarket,Raigad,Mahad,"124, Chhatrapati Shivaji Maharaj Rd, beside Amar Enterprises, Prabhat Colony, Mahad, Maharashtra 402301",402301,7028589665,NO,,https://maps.app.goo.gl/iihpunbMcjjWU8bx9,4.4,16,18.08167224,73.42733538,Open,Small,Good,0,1,0,0,40.33,Low
Radaji Super Shopee,Supermarket,Raigad,Mahad,"3CHG+R3C, opp. sai mandir, Prabhat Colony, Mahad, Maharashtra 402301",402301,8208878760,NO,,https://maps.app.goo.gl/4wr3NLWeM1jwau8MA,4.1,486,18.08012814,73.42537699,Open,Large,Good,0,1,0,1,79.88,High
Anand Emporium,Clothing Store,Raigad,Mahad,"3CH8+Q3R, Kot Ali, Mahad, Maharashtra 402301",402301,Unknown,NO,,https://maps.app.goo.gl/vZC1G95n4P7YskRQ7,5,1,18.08021575,73.41529513,Open,Small,Excellent,0,1,1,0,6.93,Very Low
Mangalmurti Emporium,Clothing Store,Raigad,Mahad,"Bazar Peth, opposite Dr. Dharap Hospital, Mahad, Maharashtra 402301",402301,Unknown,NO,,https://maps.app.goo.gl/NLxt4mwRy4rMhb8B7,4.8,8,18.08110822,73.42248591,Open,Small,Excellent,0,1,1,0,25.97,Very Low
Maulee Men'S Wear,Clothing Store,Raigad,Mahad,"3CJG+FC8, MG Rd, Kakartale, Rohidas Nagar, Mahad, Maharashtra 402301",402301,9028342816,NO,,https://maps.app.goo.gl/UsSY1MmfU91x7ary7,4.9,9,18.08199202,73.42616853,Open,Small,Excellent,0,1,1,0,25.03,Very Low
Wellness Forever Pharmacy,Pharmacy,Raigad,Mahad,"Shop No 1, Sneh Municipal House, Navi Peth, MG Road, Bazar Peth, Mahad, Maharashtra 402301",402301,8657871658,YES,https://www.wellnessforever.com/,https://maps.app.goo.gl/4LdyTZaydLuKtTyX7,4.7,120,18.08103349,73.41937395,Open,Medium,Excellent,1,1,1,1,53.96,High
Snehanjali Electronics,Electronics Store,Raigad,Mahad,"Koteshwari Tale, near Hotel Samruddh, opp. Dr. B.R. Ambedkar Smarak, Mahad, Maharashtra 402301",402301,8879975587,YES,https://snehanjali.in/,https://maps.app.goo.gl/LYHaxQrx7QjeF8Gw6,4.9,739,18.08225618,73.42196943,Open,Large,Excellent,1,1,1,1,68.07,Very High
The Cake World,Sweet Shop And Bakerie,Raigad,Mahad,"MG Rd, Kakartale, Rohidas Nagar, Mahad, Maharashtra 402301",402301,Unknown,NO,,https://maps.app.goo.gl/Hr8cZgeWWV9xf2nYA,4.7,261,18.08186963,73.42668351,Open,Large,Excellent,0,1,1,1,61.68,High
Roha Textile Market,Clothing Store,Raigad,Mahad,"GALA NO 1 & 2 GUT NO 22/1/6/B/1/1 PART AT, Roha - Kolad Rd, Bhuwaneshwar, Roha, Maharashtra 402109",402301,7499962601,NO,,https://maps.app.goo.gl/eBgSpmcPbt2Zcao6A,4.9,13,18.44026939,73.12718837,Open,Small,Excellent,0,1,1,0,28.39,Low
Surajya Petcare,Supply Store,Raigad,Mahad,"Varse Rd, next to Datta Lodge, near Sangita Medical, Varse, Roha, Bhuwaneshwar, Maharashtra 402109",402301,8574397439,NO,,https://maps.app.goo.gl/vxeLeUT97YNg4YC87,4.8,68,18.43882783,73.13117761,Open,Medium,Excellent,0,1,1,0,46.34,Medium
Fashion World,Clothing Store,Raigad,Mahad,"C4P9+V2V, opposite Urban bank, near Maruti Chauk, Wali, Roha Ashtami, Maharashtra 402109",402301,Unknown,NO,,https://maps.app.goo.gl/GKynNtDNH4h3zQiWA,4.3,26,18.43898563,73.11739084,Open,Small,Good,0,1,0,0,46.96,Low
Shiv Shakti Hypermarket,General Store,Raigad,Mahad,"SAI SWAR, Roha - Kolad Rd, Roth Khurd, Roth Kh., Maharashtra 402109",402301,9919918998,NO,,https://maps.app.goo.gl/PbmG8eoKNDsZTM3S8,4.9,27,18.43867468,73.13995766,Open,Small,Excellent,0,1,1,0,35.32,Low
Genericart Medicine Store,Pharmacy,Raigad,Mahad,"LG Complex, Ashtam Road, Wali, Roha, Maharashtra 402109",402301,9209086300,YES,https://franchise.genericartmedicine.com/genericart-medicine-store-roha-generic-medicine-stores-pharmacy-roha-raigad-327785,https://maps.app.goo.gl/6v8KJ2kkNqZw9Ac39,5,44,18.44126201,73.11823171,Open,Small,Excellent,1,1,1,0,38.07,Low
Apala Bazar,Supermarket,Raigad,Mangaon,"Kacheri Rd, Khandad, Mangaon, Maharashtra 402104",402104,Unknown,NO,,https://maps.app.goo.gl/7Ye1v7D68LDWgWYz7,4.1,248,18.23698319,73.28334865,Open,Large,Good,0,1,0,1,73.17,High
The Dress Well,Clothing Store,Raigad,Mangaon,"Opposite Bank of India, Sarladevi Hall Road, Near Lonshiwala Kirana AT Post Mangaon District Raigad, Maharashtra, PIN 402 104, Mangaon, Maharashtra 402104",402104,9028915331,NO,,https://maps.app.goo.gl/7EzWPdvfbfjUVZHC6,5,24,18.23783729,73.28178714,Open,Small,Excellent,0,1,1,0,32.19,Low
Arceeika,Electronics Store,Raigad,Mangaon,"Ghar.No.2272, Mumbai - Goa Hwy, opposite ST Stand, Khandad, Mangaon, Maharashtra 402104",402104,Unknown,YES,http://arceeika.com/,https://maps.app.goo.gl/x58RyUhQLzTQnNc8A,4.6,162,18.23935632,73.28149201,Open,Medium,Excellent,1,1,1,1,58.94,High
Music Station & Mobile Shop,Electronics Store,Raigad,Mangaon,"67PM+G36, Khandad, Mangaon, Maharashtra 402104",402104,8888123812,NO,,https://maps.app.goo.gl/jJF49oTskKhrjdSz7,5,334,18.23658251,73.2826513,Open,Large,Excellent,0,1,1,1,58.14,High
Wellness Forever Pharmacy,Pharmacy,Raigad,Mangaon,"Ground floor, Rajkamal Emporium, Utekhol, Mangaon, Unegaon, Mangaon, Maharashtra 402104",402104,8657758477,NO,https://www.wellnessforever.com/,https://maps.app.goo.gl/pxXjthVttd1H15sJ9,4.7,139,18.23945814,73.28132799,Open,Medium,Excellent,0,1,1,1,55.42,High
The Cake World,Sweet Shop And Bakerie,Raigad,Mangaon,"Ankur Complex, Mumbai - Goa Hwy, opposite Balaji Complex, Khandad, Mangaon, Maharashtra 402104",402104,7208515353,NO,,https://maps.app.goo.gl/M1KypZqawkFE5hKEA,4.9,486,18.24082592,73.2808341,Open,Large,Excellent,0,1,1,1,63.88,High
Kamal Electronics & Furniture,Furniture Store,Raigad,Mangaon,"Kacheri Rd, Khandad, Mangaon, Maharashtra 402104",402104,2140263140,NO,,https://maps.app.goo.gl/aUjUdM32ae5VikgeA,4.1,32,18.23741591,73.2826997,Open,Small,Good,0,1,0,0,52.97,Low
Yogesh Book Stall And Stationery,Stationery Store,Raigad,Mangaon,"Mumbai - Goa Hwy, Khandad, Kharavali, Mangaon, Maharashtra 402104",402104,Unknown,NO,,https://maps.app.goo.gl/ztFnXkEfEUDNMsE78,4.3,47,18.23565483,73.28292681,Open,Small,Good,0,1,0,0,52.71,Low
Cambridge Readymade,Clothing Store,Raigad,Mangaon,"Cambridge, near, Mumbai - Goa Hwy, beside Kotak Mahindra Bank, opp. Anand Bhuvan Hotel, Khandad, Mangaon, Maharashtra 402104",402104,9021753069,NO,,https://maps.app.goo.gl/UxBhK7FmBx5wQzkMA,5,42,18.24141524,73.28001787,Open,Small,Excellent,0,1,1,0,37.61,Low
A1 Mart,Supermarket,Raigad,Mangaon,"67PP+M42, Khandad, Mangaon, Maharashtra 402104",402104,9730973052,NO,,https://maps.app.goo.gl/6BDxE29dP11d58hYA,4.7,17,18.23710697,73.28539243,Open,Small,Excellent,0,1,1,0,34.9,Low
Cloth Shop Shree Fashion,Clothing Store,Raigad,Murud,"near Sarvajanik Vachnalay, Lokmanya Tilak Rd, opposite Nagar Palika, Murud, Maharashtra 402401",402401,9284704461,NO,,https://maps.app.goo.gl/NaGTvTrD3Neyg1H58,4.7,723,18.32762595,72.96029965,Open,Large,Excellent,0,1,1,1,71.85,Very High
A To Z Store,General Store,Raigad,Murud,"Bazarpeth, Murud, Maharashtra 402401",402401,Unknown,NO,,https://maps.app.goo.gl/FV6hq1o8C7S7GTnv5,4.2,10,18.32800464,72.96201404,Open,Small,Good,0,1,0,0,39.98,Very Low
Best Hardware,Hardware Store,Raigad,Murud,"House No.20, 89, Massal Galli, opp. LKB Hospital, Bhandarwada, Murud, Maharashtra 402401",402401,9970125572,NO,,https://maps.app.goo.gl/j18iNjLJkLRLtk5C9,4.7,26,18.33508634,72.96031165,Open,Small,Excellent,0,1,1,0,38.96,Low
The Cake World,Sweet Shop And Bakerie,Raigad,Murud,"At,post.Borli, tal, dist, Murud, Maharashtra 402202",402401,9325730801,NO,,https://maps.app.goo.gl/D2CpQoc2UEH2ZBSh8,4.9,263,18.51143238,72.91612823,Open,Large,Excellent,0,1,1,1,57.76,High
Cloth Shop Aryan Fashion,Clothing Store,Raigad,Murud,"Indira gandhi marg Murud Janjira, Maharashtra 402401",402401,Unknown,NO,,https://maps.app.goo.gl/RMeAQLq2CuVkCBCB8,4.6,8,18.32905891,72.96570334,Open,Small,Excellent,0,1,1,0,29.97,Very Low
S.P. Collection,Clothing Store,Raigad,Shrivardhan,"Mahavir Marg, Bazar Peth, Shrivardhan, Maharashtra 402110",402110,9850212251,NO,,https://maps.app.goo.gl/SF76dHKryzs81e3dA,4.3,6,18.05178646,73.02081458,Open,Small,Good,0,1,0,0,33.46,Very Low
Oozzy The Family Shop,General Store,Raigad,Shrivardhan,"22X9+RW8, Shrivardhan Market Rd, Shrivardhan, Maharashtra 402110",402110,2147222024,NO,,https://maps.app.goo.gl/49Z18p6vM64gyYii6,4.3,80,18.05041437,73.01994825,Open,Medium,Good,0,1,0,0,57.94,Medium
Trolleystop,Supermarket,Raigad,Shrivardhan,"TrolleyStop, Arathi, Shrivardhan, Maharashtra 402110",402110,8393939350,YES,http://trolleystop.in/,https://maps.app.goo.gl/qvTGcXwZWV6jxyzHA,4.5,42,18.06066424,73.03579011,Open,Small,Good,1,1,1,0,47.61,Low
Kothari'S Super Market,Supermarket,Raigad,Shrivardhan,"105, Ground Floor, Peshawe Ali Rd, Shrivardhan, Maharashtra 402110",402110,9881635211,NO,,https://maps.app.goo.gl/aXrA4YEnUhJ6KzcFA,4.2,249,18.04934111,73.01657178,Open,Large,Good,0,1,0,1,71.21,High
Fashion Boutique,Clothing Store,Raigad,Shrivardhan,"Shop no 1&2, Narkar plaza, Taluka, At Post, Arathi, Shrivardhan, Maharashtra 402110",402110,8149144908,NO,,https://maps.app.goo.gl/aJyLeQewSkYmzZqy8,5,5,18.05374004,73.03013291,Open,Small,Excellent,0,1,1,0,17.92,Very Low
New Aapla Bazar,Supermarket,Raigad,Shrivardhan,"Shop No, 1 to 4, BAZAR PETH, near DADAR PULL MAIN MARKET, DADAR PULL, Shrivardhan, Maharashtra 402110",402110,9890661071,NO,,https://maps.app.goo.gl/bSYbyk7qDxLdNRC1A,4.3,108,18.04948407,73.01960451,Open,Medium,Good,0,1,0,1,60.91,High
Star Furniture & Electronic,Furniture Store,Raigad,Shrivardhan,"323M+P5C, MH SH 99, Gholi Mohalla, Shrivardhan, Maharashtra 402110",402110,8983474390,NO,,https://maps.app.goo.gl/Pqq3YZo4UV6B6ddz7,5,12,18.05534516,73.03275145,Open,Small,Excellent,0,1,1,0,25.65,Low
Madni Stores,Grocery Store,Raigad,Shrivardhan,"Shrivardhan Market Rd, Shrivardhan, Maharashtra 402110",402110,9545253007,NO,,https://maps.app.goo.gl/HtpsLU2t4WquAC6f8,4.5,15,18.04896016,73.01977711,Open,Small,Good,0,1,1,0,37.73,Low
The Cake World,Sweet Shop And Bakerie,Raigad,Shrivardhan,"At, Post, near Chatrapati Shiwaji Maharaj chowk, Shrivardhan, Maharashtra 402110",402110,8432565353,NO,,https://maps.app.goo.gl/guFt1ZUeSh5T6qq77,4.7,99,18.05077262,73.01976027,Open,Medium,Excellent,0,1,1,0,52.05,Medium
Darge Barfi Vale,Sweet Shop And Bakerie,Raigad,Shrivardhan,"3229+6WX, MH SH 99, Shrivardhan, Maharashtra 402110",402110,Unknown,NO,,https://maps.app.goo.gl/wgHYpRUG1dGCpSVF7,4.2,45,18.05079091,73.01981378,Open,Small,Good,0,1,0,0,54.29,Low
Tavsalkar Seafood Restaurant And Home Stay,Hotels & Lodges,Raigad,Shrivardhan,"next to Shrimant Balaji Vishwanath Peshve Pravesh dwar, near ST Stand, Shrivardhan, Maharashtra 402110",402110,Unknown,NO,,https://maps.app.goo.gl/3485MWzsELxo91dq8,4.2,2255,18.05230184,73.02368965,Open,Popular,Good,0,1,0,1,93.21,Very High
Gandre Heritage,Restaurant,Raigad,Shrivardhan,"Gandre Naka, Narayan Pakhadi Rd, Shrivardhan, Maharashtra 402110",402110,9822216377,NO,,https://maps.app.goo.gl/55LFNkjaQNqBBKRn9,4.6,201,18.04894544,73.01415301,Open,Large,Excellent,0,1,1,1,61.08,High
The Imperial Beach Resort,Hotels & Lodges,Raigad,Shrivardhan,"Bhairavnath Pakhadi, Shrivardhan, Maharashtra 402110",402110,9665593938,NO,,https://maps.app.goo.gl/kY7vgJZnzgTt6Jhw9,4.3,307,18.04580491,73.01316805,Open,Large,Good,0,1,0,1,71.3,High
Aarya Inn,Hotels & Lodges,Raigad,Shrivardhan,"Beach Road, District:, Shrivardhan, Maharashtra 402110",402110,Unknown,YES,http://www.aaryainn.co.in/,https://maps.app.goo.gl/8d13aLvvtE7hL6146,4.9,356,18.04894387,73.01360855,Open,Large,Excellent,1,1,1,1,60.78,High
"Shreeyog General And Toy , Sports Store",General Store,Raigad,Shrivardhan,"At Chatrapati shivaji maharaj chauk, Chatrapati Shivaji chauk, Shrivardhan, Maharashtra 402110",402110,9763366131,NO,,https://maps.app.goo.gl/fgKXjdA2Gg4hF7Jr5,5,2,18.05408734,73.0199583,Open,Small,Excellent,0,1,1,0,10.99,Very Low
G.A.D Traders Mhasla,General Store,Raigad,Mhasla,"Shop no 1, G.A.D TRADERS MHASLA, PROPERTY NO, 559/1, Mhasala Bypass Rd, Mhasla, Maharashtra 402105",402105,9270616328,NO,,https://maps.app.goo.gl/oFxJ5yMxUge3U1dR7,4.8,12,18.13512501,73.11164805,Open,Small,Excellent,0,1,1,0,29.65,Low
Radhasai General Stores,General Store,Raigad,Mhasla,"Shop no 1, Mhasla, Maharashtra 402105",402105,8888313082,NO,,https://maps.app.goo.gl/ay7SQCX7pKazYySV7,4.3,32,18.13573443,73.1148557,Open,Small,Good,0,1,0,0,48.97,Low
Closet_Mhasla,Clothing Store,Raigad,Mhasla,"Shriwardhan road, Sakalap, Maharashtra 402105",402105,7083891357,NO,,https://maps.app.goo.gl/zUKx6GNKeaQisUz78,5,2,18.13216048,73.10430718,Open,Small,Excellent,0,1,1,0,10.99,Very Low
Golden Mart,Supermarket,Raigad,Mhasla,"Digi Road, Mhasla, Maharashtra 402105",402105,Unknown,NO,,https://maps.app.goo.gl/QJjXFNkwbPdx98xm9,5,3,18.13628484,73.10912926,Open,Small,Excellent,0,1,1,0,13.86,Very Low
Noble Mega Mart,Grocery Store,Raigad,Mhasla,"NH 753F, Bazar Peth, Mhasla, Maharashtra 402105",402105,9225796800,NO,,https://maps.app.goo.gl/MMZaZsvYmQXfbYEaA,4.6,38,18.13469568,73.11125927,Open,Small,Excellent,0,1,1,0,44.64,Low
The Cake World,Sweet Shop And Bakerie,Raigad,Mhasla,"shop no. 1, Ayyan Complex, Dighi Road, near Bombay Burger, Mhasla, Maharashtra 402105",402105,9833745353,YES,https://www.cakeworldindia.co.in/,https://maps.app.goo.gl/36NHuwM6K36UyKsF8,4.8,31,18.13604221,73.10910167,Open,Small,Excellent,1,1,1,0,38.66,Low
Rajesh Collection,Clothing Store,Raigad,Mhasla,"At post mhasla,dist-raigad,main road,bazar peth,pin-402105, Mhasala, Maharashtra 402105",402105,9422800028,NO,,https://maps.app.goo.gl/WKMeXpVaBnbtqzoT9,4.7,6,18.13491353,73.11087081,Open,Small,Excellent,0,1,1,0,25.46,Very Low
Kishor Potdar And Sons,Jewellery Store,Raigad,Mhasla,"Mhasla, Maharashtra 402105",402105,7385001065,NO,,https://maps.app.goo.gl/E5x6sStbPPX5adwP6,5,72,18.13513651,73.11172105,Open,Medium,Excellent,0,1,1,0,42.9,Medium
Mahalaxmi Collection,Clothing Store,Raigad,Shrivardhan,"322C+GC3, MH SH 99, Shrivardhan, Maharashtra 402110",402110,Unknown,NO,,https://maps.app.goo.gl/eQAosxEgnP6qZrBy5,4.3,3,18.06334098,73.01898575,Open,Small,Good,0,1,0,0,27.86,Very Low
Rajendra Collection,Clothing Store,Raigad,Shrivardhan,"Shop No 1, Chatrapati Shivaji Maharaj Chowk, Shrivardhan, Maharashtra 402110",402110,9552113577,NO,,https://maps.app.goo.gl/woX9K7aXR1jcrQ567,4.8,4,18.06211702,73.01587151,Open,Small,Excellent,0,1,1,0,20.09,Very Low
Kundan Jewellers,Jewellery Store,Raigad,Shrivardhan,"Tilak road, opp. Jain Temple, Shrivardhan, Maharashtra 402110",402110,7744910022,NO,,https://maps.app.goo.gl/a9SfytBWQ9izPQP46,5,8,18.06450325,73.02372766,Open,Small,Excellent,0,1,1,0,21.97,Very Low
Mm And Company,Hardware Store,Raigad,Shrivardhan,"MM AND COMPANY, Shivaji Maharaj chowk, Shrivardhan, Maharashtra 402110",402110,9022481891,NO,,https://maps.app.goo.gl/Mg6faFShpTbpXqkx5,5,7,18.05107526,73.01954205,Open,Small,Excellent,0,1,1,0,20.79,Very Low
J S Jain,Hardware Store,Raigad,Shrivardhan,"H No 435, opp. S T DEPO, METKARNI, Arathi, Shrivardhan, Maharashtra 402110",402110,9175921461,NO,,https://maps.app.goo.gl/jhA3BL1kzMXX84ei9,3.5,4,18.05283583,73.02637714,Open,Small,Average,0,1,0,0,46.09,Very Low
